brand,full_name,short,start,end
mg,2017 - 2023 RX5,RX5,2017.0,2023.0
mg,2017 - 2022 GS,GS,2017.0,2022.0
mg,2017 - 2022 ZP,ZP,2017.0,2022.0
mg,2017 - 2022 ZS,ZS,2017.0,2022.0
mg,2019 - 2023 Hector,Hector,2019.0,2023.0
mg,2019 - 2022 MG,MG,2019.0,2022.0
mg,2019 - 2023 MG Ei5,MG Ei5,2019.0,2023.0
mg,2019 - 2022 HS,HS,2019.0,2022.0
mg,2019 - 2023 ZS EV,ZS EV,2019.0,2023.0
mg,2020 - 2022 eHS,eHS,2020.0,2022.0
mg,2020 - 2022 Gloster,Gloster,2020.0,2022.0
mg,2020 - 2022 MG3,MG3,2020.0,2022.0
mg,2022 - 2023 MG4,MG4,2022.0,2023.0
mg,2021 - 2023 Marvel R,Marvel R,2021.0,2023.0
mg,2021 - 2023 Astor,Astor,2021.0,2023.0
mini,2018 - 2023 Clubman,Clubman,2018.0,2023.0
mini,2018 - 2023 Countryman,Countryman,2018.0,2023.0
mini,2019 - 2023 Convertible,Convertible,2019.0,2023.0
mini,2019 - 2023 Hardtop 2 Door,Hardtop 2 Door,2019.0,2023.0
mini,2019 - 2023 Hardtop 4 Door,Hardtop 4 Door,2019.0,2023.0
mitsubishi,2017 i‑MiEV,i‑MiEV,2017.0,-1.0
mitsubishi,2016 - 2023 Pajero,Pajero,2016.0,2023.0
mitsubishi,2016 - 2023 Pajero Sport,Pajero Sport,2016.0,2023.0
mitsubishi,2016 - 2023 Mirage,Mirage,2016.0,2023.0
mitsubishi,2016 - 2023 Mirage G4,Mirage G4,2016.0,2023.0
mitsubishi,2017 - 2023 Outlander,Outlander,2017.0,2023.0
mitsubishi,2017 - 2023 Outlander PHEV,Outlander PHEV,2017.0,2023.0
mitsubishi,2017 - 2023 ASX,ASX,2017.0,2023.0
mitsubishi,2017 - 2023 Triton,Triton,2017.0,2023.0
mitsubishi,2017 - 2023 Delica D:2,Delica D:2,2017.0,2023.0
mitsubishi,2017 - 2023 Delica D:2 Custom,Delica D:2 Custom,2017.0,2023.0
mitsubishi,2018 - 2023 Eclipse Cross,Eclipse Cross,2018.0,2023.0
mitsubishi,2023 Xpander,Xpander,2023.0,-1.0
nissan,2017 - 2023 Maxima,Maxima,2017.0,2023.0
nissan,2017 - 2023 Micra,Micra,2017.0,2023.0
nissan,2017.5 - 2023 Murano,Murano,2017.5,2023.0
nissan,2018 - 2023 GT‑R,GT‑R,2018.0,2023.0
nissan,2018 - 2023 Kicks,Kicks,2018.0,2023.0
nissan,2018 - 2023 Leaf,Leaf,2018.0,2023.0
nissan,2018 - 2023 Rogue,Rogue,2018.0,2023.0
nissan,2019 - 2023 Altima,Altima,2019.0,2023.0
nissan,2019 - 2023 Qashqai,Qashqai,2019.0,2023.0
nissan,2019 - 2022 Rogue Sport,Rogue Sport,2019.0,2022.0
nissan,2019 - 2023 Sentra,Sentra,2019.0,2023.0
nissan,2019 - 2023 Terrano,Terrano,2019.0,2023.0
nissan,2019 - 2023 Titan,Titan,2019.0,2023.0
nissan,2019 - 2023 Versa,Versa,2019.0,2023.0
nissan,2019 - 2023 X‑Trail,X‑Trail,2019.0,2023.0
nissan,2020 - 2023 Patrol,Patrol,2020.0,2023.0
nissan,2021 - 2023 Armada,Armada,2021.0,2023.0
nissan,2022 - 2023 Frontier,Frontier,2022.0,2023.0
nissan,2022 - 2023 Pathfinder,Pathfinder,2022.0,2023.0
nissan,2023 Ariya,Ariya,2023.0,-1.0
opel,2016 - 2020 ADAM,ADAM,2016.0,2020.0
opel,2016 - 2023 Astra,Astra,2016.0,2023.0
opel,2016 - 2023 Corsa,Corsa,2016.0,2023.0
opel,2016 - 2023 Insignia,Insignia,2016.0,2023.0
opel,2016 - 2020 KARL,KARL,2016.0,2020.0
opel,2017 - 2022 Ampera‑e,Ampera‑e,2017.0,2022.0
opel,2017 - 2023 Crossland X,Crossland X,2017.0,2023.0
opel,2017 - 2023 Mokka,Mokka,2017.0,2023.0
opel,2017 - 2023 Zafira,Zafira,2017.0,2023.0
opel,2018 - 2023 Combo Life,Combo Life,2018.0,2023.0
opel,2018 - 2023 Grandland,Grandland,2018.0,2023.0
peugeot,2016 - 2023 208,208,2016.0,2023.0
peugeot,2016 - 2023 2008,2008,2016.0,2023.0
peugeot,2016 - 2023 308S,308S,2016.0,2023.0
peugeot,2016 - 2023 3008,3008,2016.0,2023.0
peugeot,2016 - 2023 4008,4008,2016.0,2023.0
peugeot,2016 - 2023 408,408,2016.0,2023.0
peugeot,2017 - 2023 301,301,2017.0,2023.0
peugeot,2017 - 2023 308,308,2017.0,2023.0
peugeot,2017 - 2023 308 SW,308 SW,2017.0,2023.0
peugeot,2017 - 2023 508,508,2017.0,2023.0
peugeot,2017 - 2023 5008,5008,2017.0,2023.0
peugeot,2016 - 2023 Expert,Expert,2016.0,2023.0
peugeot,2016 - 2023 Partner Tepee,Partner Tepee,2016.0,2023.0
peugeot,2016 - 2023 Traveller,Traveller,2016.0,2023.0
peugeot,2018 - 2023 Rifter,Rifter,2018.0,2023.0
polaris-slingshot,2021 - 2023 Slingshot,Slingshot,2021.0,2023.0
polestar,2020 - 2023 Polestar 1,Polestar 1,2020.0,2023.0
polestar,2021 - 2023 Polestar 2,Polestar 2,2021.0,2023.0
porsche,2017 - 2023 718,718,2017.0,2023.0
porsche,2017 - 2023 Panamera,Panamera,2017.0,2023.0
porsche,2017 - 2023 Macan,Macan,2017.0,2023.0
porsche,2017 - 2023 Cayenne,Cayenne,2017.0,2023.0
porsche,2017 - 2023 911,911,2017.0,2023.0
porsche,2020 - 2023 Taycan,Taycan,2020.0,2023.0
qoros,2017 - 2022 Young,Young,2017.0,2022.0
ram,2018 - 2023 Ram 1500,Ram 1500,2018.0,2023.0
ram,2018 - 2023 Ram 2500,Ram 2500,2018.0,2023.0
ram,2018 - 2023 Ram 3500,Ram 3500,2018.0,2023.0
ram,2018 - 2022 Ram 4500,Ram 4500,2018.0,2022.0
ram,2024 RAMPAGE,RAMPAGE,2024.0,-1.0
renault,2017 - 2020 Twingo,Twingo,2017.0,2020.0
renault,2017 - 2021 Duster,Duster,2017.0,2021.0
renault,2017 - 2022 Espace,Espace,2017.0,2022.0
renault,2017 - 2022 Fluence,Fluence,2017.0,2022.0
renault,2017 - 2022 Kadjar,Kadjar,2017.0,2022.0
renault,2017 - 2022 Talisman,Talisman,2017.0,2022.0
renault,2017 - 2022 Talisman Estate,Talisman Estate,2017.0,2022.0
renault,2017 - 2023 Captur,Captur,2017.0,2023.0
renault,2017 - 2023 Clio,Clio,2017.0,2023.0
renault,2017 - 2023 Kid,Kid,2017.0,2023.0
renault,2017 - 2023 Kangoo,Kangoo,2017.0,2023.0
renault,2017 - 2023 Koleos,Koleos,2017.0,2023.0
renault,2017 - 2023 Master,Master,2017.0,2023.0
renault,2017 - 2023 Mégane,Mégane,2017.0,2023.0
renault,2017 - 2023 Mégane Estate,Mégane Estate,2017.0,2023.0
renault,2017 - 2023 Oroch,Oroch,2017.0,2023.0
renault,2017 - 2023 Sandero,Sandero,2017.0,2023.0
renault,2017 - 2023 Scénic,Scénic,2017.0,2023.0
renault,2017 - 2023 Grand Scénic,Grand Scénic,2017.0,2023.0
renault,2017 - 2023 Traffic,Traffic,2017.0,2023.0
renault,2017 - 2023 Zoe,Zoe,2017.0,2023.0
renault,2019 - 2023 Arkana,Arkana,2019.0,2023.0
renault,2019 - 2023 Alaskan,Alaskan,2019.0,2023.0
renault,2019 - 2023 Triber,Triber,2019.0,2023.0
renault,2020 - 2022 Kaptur,Kaptur,2020.0,2022.0
renault,2021 - 2023 Kiger,Kiger,2021.0,2023.0
renault,2022 - 2023 Austral,Austral,2022.0,2023.0
renault,2022 - 2023 Kwid E‑Tech,Kwid E‑Tech,2022.0,2023.0
renault,2023 Kangoo E‑Tech,Kangoo E‑Tech,2023.0,-1.0
renault,2023 Megane E‑Tech,Megane E‑Tech,2023.0,-1.0
renault,2023 Twingo E‑Tech,Twingo E‑Tech,2023.0,-1.0
roewe,2016 - 2023 RX5,RX5,2016.0,2023.0
roewe,2017 - 2023 eRX5,eRX5,2017.0,2023.0
roewe,2017 - 2023 RX3,RX3,2017.0,2023.0
roewe,2017 - 2023 i6,i6,2017.0,2023.0
roewe,2019 - 2021 i5,i5,2019.0,2021.0
rolls-royce,2020 - 2023 Cullinan,Cullinan,2020.0,2023.0
rolls-royce,2020 - 2022 Dawn,Dawn,2020.0,2022.0
rolls-royce,2020 - 2023 Ghost,Ghost,2020.0,2023.0
rolls-royce,2020 - 2023 Phantom,Phantom,2020.0,2023.0
rolls-royce,2020 - 2023 Wraith,Wraith,2020.0,2023.0
rolls-royce,2023 Spectre,Spectre,2023.0,-1.0
seat,2016 - 2023 Alhambra,Alhambra,2016.0,2023.0
seat,2016 - 2023 Ibiza,Ibiza,2016.0,2023.0
seat,2016 - 2023 Leon,Leon,2016.0,2023.0
seat,2016 - 2023 Toledo,Toledo,2016.0,2023.0
seat,2017 - 2023 Ateca,Ateca,2017.0,2023.0
seat,2018 - 2023 Arona,Arona,2018.0,2023.0
seat,2020 - 2023 Tarraco,Tarraco,2020.0,2023.0
skoda,2016 - 2017 Yeti,Yeti,2016.0,2017.0
skoda,2016 - 2023 Fabia,Fabia,2016.0,2023.0
skoda,2016 - 2023 Octavia,Octavia,2016.0,2023.0
skoda,2016 - 2022 Rapid,Rapid,2016.0,2022.0
skoda,2016 - 2023 Superb,Superb,2016.0,2023.0
skoda,2017 - 2023 Karoq,Karoq,2017.0,2023.0
skoda,2017 - 2023 Kodiaq,Kodiaq,2017.0,2023.0
skoda,2017 - 2023 Scala,Scala,2017.0,2023.0
skoda,2018 - 2023 Kamiq,Kamiq,2018.0,2023.0
skoda,2020 - 2023 Enyaq iV,Enyaq iV,2020.0,2023.0
skoda,2023 Enyaq Coupé iV,Enyaq Coupé iV,2023.0,-1.0
skoda,2023 Fabia,Fabia,2023.0,-1.0
subaru,2017 - 2023 Impreza,Impreza,2017.0,2023.0
subaru,2018 - 2023 BRZ,BRZ,2018.0,2023.0
subaru,2018 - 2023 Crosstrek,Crosstrek,2018.0,2023.0
subaru,2018 - 2023 Legacy,Legacy,2018.0,2023.0
subaru,2018 - 2023 Outback,Outback,2018.0,2023.0
subaru,2019 - 2023 Ascent,Ascent,2019.0,2023.0
subaru,2019 - 2023 Forester,Forester,2019.0,2023.0
subaru,2019 - 2023 WRX,WRX,2019.0,2023.0
subaru,2019 - 2022 WRX STI,WRX STI,2019.0,2022.0
subaru,2023 Solterra,Solterra,2023.0,-1.0
suzuki,2016 - 2023 Baleno,Baleno,2016.0,2023.0
suzuki,2016 - 2023 Ciaz,Ciaz,2016.0,2023.0
suzuki,2016 - 2023 Hustler,Hustler,2016.0,2023.0
suzuki,2016 - 2023 Ignis,Ignis,2016.0,2023.0
suzuki,2016 - 2023 Lapin,Lapin,2016.0,2023.0
suzuki,2016 - 2023 Solio,Solio,2016.0,2023.0
suzuki,2016 - 2023 Solio Bandit,Solio Bandit,2016.0,2023.0
suzuki,2016 - 2023 Spacia,Spacia,2016.0,2023.0
suzuki,2016 - 2023 Spacia Custom,Spacia Custom,2016.0,2023.0
suzuki,2016 - 2023 SX4 S‑CROSS,SX4 S‑CROSS,2016.0,2023.0
suzuki,2016 - 2023 Vitara,Vitara,2016.0,2023.0
suzuki,2018 - 2023 Dzire,Dzire,2018.0,2023.0
suzuki,2018 - 2023 Jimny,Jimny,2018.0,2023.0
suzuki,2018 - 2023 Swift,Swift,2018.0,2023.0
suzuki,2023 S‑Cross,S‑Cross,2023.0,-1.0
tank,2020 - 2023 TANK 300,TANK 300,2020.0,2023.0
tata,2017 - 2023 Nexon,Nexon,2017.0,2023.0
tata,2019 - 2022 Hexa,Hexa,2019.0,2022.0
tata,2019 - 2023 Tiago,Tiago,2019.0,2023.0
tata,2019 - 2023 Tigor,Tigor,2019.0,2023.0
tata,2020 - 2023 Altroz,Altroz,2020.0,2023.0
tata,2020 - 2023 Harrier,Harrier,2020.0,2023.0
tata,2021 - 2023 Punch,Punch,2021.0,2023.0
tata,2021 - 2023 Safari,Safari,2021.0,2023.0
toyota,2018 - 2022 Aygo,Aygo,2018.0,2022.0
toyota,2019 - 2022 Avalon,Avalon,2019.0,2022.0
toyota,2019 - 2023 Corolla Hatchback,Corolla Hatchback,2019.0,2023.0
toyota,2019 - 2023 Camry,Camry,2019.0,2023.0
toyota,2019 - 2023 C‑HR,C‑HR,2019.0,2023.0
toyota,2019 - 2023 RAV4,RAV4,2019.0,2023.0
toyota,2019 - 2023 Sienna,Sienna,2019.0,2023.0
toyota,2020 - 2021 86,86,2020.0,2021.0
toyota,2020 - 2023 4Runner,4Runner,2020.0,2023.0
toyota,2020 - 2023 Corolla,Corolla,2020.0,2023.0
toyota,2020 - 2023 Highlander,Highlander,2020.0,2023.0
toyota,2020 - 2023 Prius,Prius,2020.0,2023.0
toyota,2020 - 2023 Prius Prime,Prius Prime,2020.0,2023.0
toyota,2020 - 2023 Sequoia,Sequoia,2020.0,2023.0
toyota,2020 - 2023 GR Supra,GR Supra,2020.0,2023.0
toyota,2020 - 2023 Tacoma,Tacoma,2020.0,2023.0
toyota,2020 - 2023 Tundra,Tundra,2020.0,2023.0
toyota,2020 - 2023 Yaris,Yaris,2020.0,2023.0
toyota,2021 - 2023 Avanza,Avanza,2021.0,2023.0
toyota,2021 - 2023 Mirai,Mirai,2021.0,2023.0
toyota,2021 - 2023 Venza,Venza,2021.0,2023.0
toyota,2022 - 2023 Corolla Cross,Corolla Cross,2022.0,2023.0
toyota,2022 - 2023 GR86,GR86,2022.0,2023.0
toyota,2022 - 2023 Voxy,Voxy,2022.0,2023.0
toyota,2023 Aygo X,Aygo X,2023.0,-1.0
toyota,2023 bZ4X,bZ4X,2023.0,-1.0
toyota,2023 Crown,Crown,2023.0,-1.0
toyota,2023 GR Corolla,GR Corolla,2023.0,-1.0
toyota,2024 Grand Highlander,Grand Highlander,2024.0,-1.0
vauxhall,2016 - 2020 ADAM,ADAM,2016.0,2020.0
vauxhall,2016 - 2023 Astra,Astra,2016.0,2023.0
vauxhall,2016 - 2023 Corsa,Corsa,2016.0,2023.0
vauxhall,2016 - 2023 Insignia,Insignia,2016.0,2023.0
vauxhall,2016 - 2022 Viva,Viva,2016.0,2022.0
vauxhall,2017 - 2022 Ampera‑e,Ampera‑e,2017.0,2022.0
vauxhall,2017 - 2023 Crossland‑x,Crossland‑x,2017.0,2023.0
vauxhall,2017 - 2023 Grandland,Grandland,2017.0,2023.0
vauxhall,2017 - 2023 Mokka,Mokka,2017.0,2023.0
vauxhall,2017 - 2023 Zafira,Zafira,2017.0,2023.0
vinfast,2023 VF8,VF8,2023.0,-1.0
vinfast,2023 VF9,VF9,2023.0,-1.0
vw,2016 Spacefox,Spacefox,2016.0,-1.0
vw,2016 - 2018 CC,CC,2016.0,2018.0
vw,2016 - 2018 Scirocco,Scirocco,2016.0,2018.0
vw,2016 - 2023 Amarok,Amarok,2016.0,2023.0
vw,2016 - 2019 Beetle,Beetle,2016.0,2019.0
vw,2016 - 2019 Beetle Cabriolet,Beetle Cabriolet,2016.0,2019.0
vw,2016 - 2023 Golf R,Golf R,2016.0,2023.0
vw,2016 - 2023 Caddy,Caddy,2016.0,2023.0
vw,2016 - 2023 California,California,2016.0,2023.0
vw,2016 - 2023 Caravelle,Caravelle,2016.0,2023.0
vw,2016 - 2021 e‑Golf,e‑Golf,2016.0,2021.0
vw,2016 - 2021 Fox,Fox,2016.0,2021.0
vw,2016 - 2023 Golf,Golf,2016.0,2023.0
vw,2016 - 2023 Golf Cabriolet,Golf Cabriolet,2016.0,2023.0
vw,2016 - 2023 Golf SportsVan,Golf SportsVan,2016.0,2023.0
vw,2016 - 2023 Golf Variant,Golf Variant,2016.0,2023.0
vw,2016 - 2023 Golf SportWagen,Golf SportWagen,2016.0,2023.0
vw,2016 - 2023 GTI,GTI,2016.0,2023.0
vw,2016 - 2023 Jetta,Jetta,2016.0,2023.0
vw,2016 - 2023 Lamando,Lamando,2016.0,2023.0
vw,2016 - 2023 Multivan,Multivan,2016.0,2023.0
vw,2016 - 2022 Passat Variant,Passat Variant,2016.0,2022.0
vw,2016 - 2023 Polo,Polo,2016.0,2023.0
vw,2016 - 2022 Sharan,Sharan,2016.0,2022.0
vw,2016 - 2023 Tiguan,Tiguan,2016.0,2023.0
vw,2016 - 2023 Touran,Touran,2016.0,2023.0
vw,2016 - 2023 Transporter,Transporter,2016.0,2023.0
vw,2016 - 2022 Passat,Passat,2016.0,2022.0
vw,2017 - 2023 Atlas,Atlas,2017.0,2023.0
vw,2017 - 2023 Crafter,Crafter,2017.0,2023.0
vw,2017 - 2023 CrossFox,CrossFox,2017.0,2023.0
vw,2017 - 2023 Gol,Gol,2017.0,2023.0
vw,2017 - 2023 Saveiro,Saveiro,2017.0,2023.0
vw,2017 - 2023 Voyage,Voyage,2017.0,2023.0
vw,2018 - 2023 Arteon,Arteon,2018.0,2023.0
vw,2018 - 2023 Bora,Bora,2018.0,2023.0
vw,2018 - 2023 Magotan,Magotan,2018.0,2023.0
vw,2018 - 2023 Sagitar,Sagitar,2018.0,2023.0
vw,2018 - 2023 T‑Roc,T‑Roc,2018.0,2023.0
vw,2021 - 2023 ID.3,ID.3,2021.0,2023.0
vw,2021 - 2023 ID.4,ID.4,2021.0,2023.0
vw,2022 - 2023 Taos,Taos,2022.0,2023.0
vw,2022 - 2023 ID.5,ID.5,2022.0,2023.0
vw,2022 - 2023 ID.6,ID.6,2022.0,2023.0
vw,2022 - 2023 Talagon,Talagon,2022.0,2023.0
vw,2023 ID.Buzz,ID.Buzz,2023.0,-1.0
vw,2024 ID.7,ID.7,2024.0,-1.0
volvo,2016 - 2023 XC90,XC90,2016.0,2023.0
volvo,2017 - 2023 S90,S90,2017.0,2023.0
volvo,2017 - 2023 V90,V90,2017.0,2023.0
volvo,2018 - 2023 XC60,XC60,2018.0,2023.0
volvo,2019 - 2023 S60,S60,2019.0,2023.0
volvo,2019 - 2023 V60,V60,2019.0,2023.0
volvo,2019 - 2023 XC40,XC40,2019.0,2023.0
volvo,2022 - 2023 C40 Recharge,C40 Recharge,2022.0,2023.0
volvo,2024 Volvo EX30,Volvo EX30,2024.0,-1.0
wey,2017 - 2023 VV5,VV5,2017.0,2023.0
wey,2017 - 2023 VV7,VV7,2017.0,2023.0
wey,2018 - 2023 VV6,VV6,2018.0,2023.0
