brand,full_name,short,start,end,modelids,makeids,fuzzy_score,matched_name
abarth,2017 - 2023 Abarth 595,Abarth 595,2017.0,2023.0,-1,-1,-1,not matched
abarth,2017 - 2023 Abarth 695,Abarth 695,2017.0,2023.0,-1,-1,-1,not matched
abarth,2023 Abarth 500e,Abarth 500e,2023.0,-1.0,-1,-1,-1,not matched
acura,2017 - 2023 NSX,NSX,2017.0,2023.0,5168,475,100,nsx
acura,2018 - 2023 MDX,MDX,2018.0,2023.0,2147,475,100,mdx
acura,2018 - 2023 TLX,TLX,2018.0,2023.0,5354,475,100,tlx
acura,2019 - 2022 ILX,ILX,2019.0,2022.0,2150,475,100,ilx
acura,2019 - 2023 RDX,RDX,2019.0,2023.0,1871,475,100,rdx
acura,2023 Integra,Integra,2023.0,-1.0,5063,475,100,integra
acura,2024 ZDX,ZDX,2024.0,-1.0,1867,475,100,zdx
alfa-romeo,2018 - 2023 Giulia,Giulia,2018.0,2023.0,10326,493,90,giulia (952)
alfa-romeo,2018 - 2023 Stelvio,Stelvio,2018.0,2023.0,18005,493,100,stelvio
alfa-romeo,2023 Tonale,Tonale,2023.0,-1.0,31666,493,100,tonale
alpine,2021 - 2024 A110,A110,2021.0,2024.0,23020,8030,36,"alpine industrial, llc"
aston-martin,2017 DB9 Volante,DB9 Volante,2017.0,-1.0,1687,440,90,db9
aston-martin,2017 V8 Vantage,V8 Vantage,2017.0,-1.0,1684,440,100,v8 vantage
aston-martin,2017 V12 Vantage,V12 Vantage,2017.0,-1.0,1695,440,100,v12 vantage
aston-martin,2017 - 2018 Vanquish,Vanquish,2017.0,2018.0,1701,440,100,vanquish
aston-martin,2017 - 2018 Rapide,Rapide,2017.0,2018.0,1688,440,100,rapide
aston-martin,2021 - 2023 DBX,DBX,2021.0,2023.0,27591,440,100,dbx
audi,2017 - 2023 A3,A3,2017.0,2023.0,3676,582,100,a3
audi,2017 - 2023 A4,A4,2017.0,2023.0,3146,582,100,a4
audi,2017 - 2023 A5,A5,2017.0,2023.0,3787,582,100,a5
audi,2017 - 2023 A6,A6,2017.0,2023.0,3148,582,100,a6
audi,2017 - 2023 A7,A7,2017.0,2023.0,4015,582,100,a7
audi,2017 - 2023 Q2,Q2,2017.0,2023.0,14343,582,60,200
audi,2017 - 2023 Q7,Q7,2017.0,2023.0,3679,582,100,q7
audi,2017 - 2023 R8,R8,2017.0,2023.0,3789,582,100,r8
audi,2017 - 2023 TT,TT,2017.0,2023.0,3145,582,100,tt
audi,2018 - 2023 Q5,Q5,2018.0,2023.0,3862,582,100,q5
audi,2019 - 2023 A1,A1,2019.0,2023.0,3150,582,60,allroad
audi,2019 - 2023 A8,A8,2019.0,2023.0,3151,582,100,a8
audi,2019 - 2023 e‑tron,e‑tron,2019.0,2023.0,25874,582,100,e-tron
audi,2019 - 2023 Q8,Q8,2019.0,2023.0,25317,582,100,q8
audi,2020 - 2023 Q3,Q3,2020.0,2023.0,4051,582,100,q3
audi,2021 - 2023 e‑tron Sportback,e‑tron Sportback,2021.0,2023.0,27819,582,100,e-tron sportback
audi,2022 - 2023 e‑tron GT,e‑tron GT,2022.0,2023.0,29994,582,100,e-tron gt
audi,2022 - 2023 Q4 e‑tron,Q4 e‑tron,2022.0,2023.0,25874,582,90,e-tron
audi,2022 - 2023 Q4 Sportback e‑tron,Q4 Sportback e‑tron,2022.0,2023.0,27819,582,95,e-tron sportback
audi,2023 Q8 e‑tron,Q8 e‑tron,2023.0,-1.0,25317,582,90,q8
audi,2023 Q8 Sportback e‑tron,Q8 Sportback e‑tron,2023.0,-1.0,27819,582,95,e-tron sportback
baojun,2018 - 2022 310,310,2018.0,2022.0,-1,-1,-1,not matched
baojun,2018 - 2022 310W,310W,2018.0,2022.0,-1,-1,-1,not matched
baojun,2018 - 2022 510,510,2018.0,2022.0,-1,-1,-1,not matched
baojun,2020 - 2023 730,730,2020.0,2023.0,-1,-1,-1,not matched
baojun,2022 - 2024 310C,310C,2022.0,2024.0,-1,-1,-1,not matched
baojun,2022 - 2025 530,530,2022.0,2025.0,-1,-1,-1,not matched
bentley,2017 - 2023 Bentayga,Bentayga,2017.0,2023.0,14006,805,100,bentayga
bentley,2019 - 2023 Continental,Continental,2019.0,2023.0,33783,805,100,continental
bentley,2020 - 2023 Flying Spur,Flying Spur,2020.0,2023.0,9823,805,100,flying spur
bmw,2017 - 2023 1 Series,1 Series,2017.0,2023.0,1970,452,60,1m
bmw,2017 - 2019 6 Series,6 Series,2017.0,2019.0,1714,452,60,x6
bmw,2017 - 2023 2 Series,2 Series,2017.0,2023.0,9567,452,60,m2
bmw,2017 - 2023 4 Series,4 Series,2017.0,2023.0,1725,452,60,z4
bmw,2017 - 2023 5 Series,5 Series,2017.0,2023.0,2240,452,86,activehybrid 5
bmw,2017 - 2023 7 Series,7 Series,2017.0,2023.0,31534,452,86,activehybrid 7
bmw,2018 - 2023 8 Series,8 Series,2018.0,2023.0,2179,452,60,i8
bmw,2017 - 2023 X3,X3,2017.0,2023.0,1719,452,100,x3
bmw,2017 - 2023 X4,X4,2017.0,2023.0,5992,452,100,x4
bmw,2017 - 2023 X5,X5,2017.0,2023.0,1717,452,100,x5
bmw,2017 - 2023 X6,X6,2017.0,2023.0,1714,452,100,x6
bmw,2018 - 2023 X7,X7,2018.0,2023.0,25884,452,100,x7
bmw,2017 - 2023 3 Series,3 Series,2017.0,2023.0,2219,452,86,activehybrid 3
bmw,2018 - 2023 X1,X1,2018.0,2023.0,2300,452,100,x1
bmw,2018 - 2023 X2,X2,2018.0,2023.0,24940,452,100,x2
bmw,2018 - 2023 i3,i3,2018.0,2023.0,2178,452,100,i3
bmw,2019 - 2020 i8,i8,2019.0,2020.0,2179,452,100,i8
bmw,2019 - 2023 Z4,Z4,2019.0,2023.0,1725,452,100,z4
bmw,2024 i5,i5,2024.0,-1.0,32328,452,100,i5
bmw,2021 - 2023 1 Series,1 Series,2021.0,2023.0,1970,452,60,1m
bmw,2021 - 2023 2 Series,2 Series,2021.0,2023.0,9567,452,60,m2
bmw,2021 - 2023 3 Series,3 Series,2021.0,2023.0,2219,452,86,activehybrid 3
bmw,2021 - 2023 4 Series,4 Series,2021.0,2023.0,1725,452,60,z4
bmw,2021 - 2023 5 Series,5 Series,2021.0,2023.0,2240,452,86,activehybrid 5
bmw,2021 - 2023 6 Series,6 Series,2021.0,2023.0,1714,452,60,x6
bmw,2021 - 2023 8 Series,8 Series,2021.0,2023.0,2179,452,60,i8
bmw,2021 - 2023 X5,X5,2021.0,2023.0,1717,452,100,x5
bmw,2021 - 2023 X6,X6,2021.0,2023.0,1714,452,100,x6
bmw,2021 - 2023 X7,X7,2021.0,2023.0,25884,452,100,x7
bmw,2021 - 2023 X5 M,X5 M,2021.0,2023.0,1717,452,90,x5
bmw,2021 - 2023 X6 M,X6 M,2021.0,2023.0,1714,452,90,x6
bmw,2021 - 2023 Z4,Z4,2021.0,2023.0,1725,452,100,z4
bmw,2022 - 2023 i4,i4,2022.0,2023.0,29579,452,100,i4
bmw,2022 - 2023 iX,iX,2022.0,2023.0,29578,452,100,ix
bmw,2022 - 2023 iX1,iX1,2022.0,2023.0,2300,452,90,x1
bmw,2022 - 2023 iX3,iX3,2022.0,2023.0,1719,452,90,x3
bmw,2023 i3,i3,2023.0,-1.0,2178,452,100,i3
bmw,2023 i7,i7,2023.0,-1.0,30512,452,100,i7
bmw,2024 i5,i5,2024.0,-1.0,32328,452,100,i5
borgward,2018 - 2020 BX3,BX3,2018.0,2020.0,-1,-1,-1,not matched
borgward,2018 - 2020 BX4,BX4,2018.0,2020.0,-1,-1,-1,not matched
borgward,2018 - 2020 BX5,BX5,2018.0,2020.0,-1,-1,-1,not matched
borgward,2020 BX6,BX6,2020.0,-1.0,-1,-1,-1,not matched
buick,2016 - 2017 Excelle,Excelle,2016.0,2017.0,1841,468,57,enclave
buick,2016 - 2022 LaCrosse,LaCrosse,2016.0,2022.0,1821,468,100,lacrosse
buick,2016 - 2022 Regal,Regal,2016.0,2022.0,1822,468,100,regal
buick,2017 - 2022 Encore,Encore,2017.0,2022.0,1842,468,100,encore
buick,2017 - 2023 Envision,Envision,2017.0,2023.0,11438,468,100,envision
buick,2018 - 2023 Enclave,Enclave,2018.0,2023.0,1841,468,100,enclave
buick,2018 - 2023 GT,GT,2018.0,2023.0,4953,468,60,terraza
buick,2018 - 2023 GT-MPV,GT-MPV,2018.0,2023.0,8841,468,31,park avenue
buick,2018 - 2023 GL6,GL6,2018.0,2023.0,1822,468,60,regal
buick,2020 - 2023 VELITE 6,VELITE 6,2020.0,2023.0,1822,468,45,regal
buick,2020 - 2023 GL8 Avenir,GL8 Avenir,2020.0,2023.0,1842,468,54,encore
buick,2020 - 2023 GL8 ES,GL8 ES,2020.0,2023.0,1822,468,52,regal
buick,2021 - 2023 GL8 Business Travel Edition,GL8 Business Travel Edition,2021.0,2023.0,11438,468,60,envision
buick,2023 Encore GX,Encore GX,2023.0,-1.0,26604,468,100,encore gx
buick,2024 Envista,Envista,2024.0,-1.0,32036,468,100,envista
byd,2021 - 2023 SEAL U,SEAL U,2021.0,2023.0,25267,1991,60,fuel cell bus
byd,2021 - 2023 SONG PLUS,SONG PLUS,2021.0,2023.0,5581,1991,60,ebus
byd,2022 - 2023 ATTO3,ATTO3,2022.0,2023.0,33132,1991,60,8tt
byd,2022 - 2023 TANG,TANG,2022.0,2023.0,27760,1991,45,electric truck tractor
byd,2022 - 2023 YUAN PLUS,YUAN PLUS,2022.0,2023.0,5581,1991,60,ebus
byd,2023 CHAZOR,CHAZOR,2023.0,-1.0,25204,1991,57,electric truck chassis
byd,2023 DOLPHIN,DOLPHIN,2023.0,-1.0,32493,1991,37,type-a electric school bus
byd,2023 HALO6,HALO6,2023.0,-1.0,4394,1991,60,e6
byd,2023 QIN PLUS,QIN PLUS,2023.0,-1.0,5581,1991,60,ebus
byd,2023 SEAGULL,SEAGULL,2023.0,-1.0,25267,1991,49,fuel cell bus
byd,2023 SEAL,SEAL,2023.0,-1.0,9645,1991,64,electric bus
byd,2022 - 2023 HAN,HAN,2022.0,2023.0,25204,1991,60,electric truck chassis
cadillac,2016 ELR,ELR,2016.0,-1.0,1826,469,100,elr
cadillac,2016 - 2019 ATS,ATS,2016.0,2019.0,1824,469,100,ats
cadillac,2016 - 2019 ATS‑V,ATS‑V,2016.0,2019.0,1824,469,90,ats
cadillac,2016 - 2019 CTS,CTS,2016.0,2019.0,1825,469,100,cts
cadillac,2016 - 2019 CTS‑V,CTS‑V,2016.0,2019.0,1825,469,90,cts
cadillac,2016 - 2022 CT6,CT6,2016.0,2022.0,10297,469,100,ct6
cadillac,2016 - 2022 CT6‑V,CT6‑V,2016.0,2022.0,10297,469,90,ct6
cadillac,2016 - 2019 XTS,XTS,2016.0,2019.0,1827,469,100,xts
cadillac,2017 - 2023 XT5,XT5,2017.0,2023.0,11442,469,100,xt5
cadillac,2019 - 2023 XT4,XT4,2019.0,2023.0,24948,469,100,xt4
cadillac,2020 - 2023 CT4,CT4,2020.0,2023.0,26602,469,100,ct4
cadillac,2020 - 2023 CT4‑V,CT4‑V,2020.0,2023.0,26602,469,90,ct4
cadillac,2020 - 2023 CT5,CT5,2020.0,2023.0,26603,469,100,ct5
cadillac,2020 - 2023 CT5‑V,CT5‑V,2020.0,2023.0,26603,469,90,ct5
cadillac,2020 - 2023 XT6,XT6,2020.0,2023.0,25856,469,100,xt6
cadillac,2016 - 2023 Escalade / ESV,Escalade / ESV,2016.0,2023.0,4935,469,95,escalade esv
cadillac,2022 - 2023 CT4‑V Blackwing,CT4‑V Blackwing,2022.0,2023.0,26602,469,90,ct4
cadillac,2022 - 2023 CT5‑V Blackwing,CT5‑V Blackwing,2022.0,2023.0,26603,469,90,ct5
cadillac,2023 Escalade‑V,Escalade‑V,2023.0,-1.0,1843,469,95,escalade
cadillac,2023 LYRIQ,LYRIQ,2023.0,-1.0,30011,469,100,lyriq
chery,2017 - 2022 Arrizo 5,Arrizo 5,2017.0,2022.0,-1,-1,-1,not matched
chery,2017 - 2022 Arrizo 7,Arrizo 7,2017.0,2022.0,-1,-1,-1,not matched
chery,2017 - 2022 Tiggo 3,Tiggo 3,2017.0,2022.0,-1,-1,-1,not matched
chery,2017 - 2022 Tiggo 3X,Tiggo 3X,2017.0,2022.0,-1,-1,-1,not matched
chery,2017 - 2022 Tiggo 5X,Tiggo 5X,2017.0,2022.0,-1,-1,-1,not matched
chery,2018 - 2022 Tiggo 2,Tiggo 2,2018.0,2022.0,-1,-1,-1,not matched
chery,2018 - 2022 Tiggo 4,Tiggo 4,2018.0,2022.0,-1,-1,-1,not matched
chery,2018 - 2022 Tiggo 8,Tiggo 8,2018.0,2022.0,-1,-1,-1,not matched
chery,2020 - 2022 Arrizo 6,Arrizo 6,2020.0,2022.0,-1,-1,-1,not matched
chevrolet,2016 - 2017 Cavalier,Cavalier,2016.0,2017.0,8834,467,100,cavalier
chevrolet,2016 - 2019 Volt,Volt,2016.0,2019.0,1838,467,100,volt
chevrolet,2016 - 2023 Camaro,Camaro,2016.0,2023.0,1829,467,100,camaro
chevrolet,2016 - 2023 Camaro Convertible,Camaro Convertible,2016.0,2023.0,1829,467,90,camaro
chevrolet,2016 - 2023 Colorado,Colorado,2016.0,2023.0,4086,467,100,colorado
chevrolet,2016 - 2023 Corvette,Corvette,2016.0,2023.0,1831,467,100,corvette
chevrolet,2016 - 2023 Corvette Convertible,Corvette Convertible,2016.0,2023.0,1831,467,90,corvette
chevrolet,2016 - 2022 Cruze,Cruze,2016.0,2022.0,1832,467,100,cruze
chevrolet,2016 - 2020 Impala,Impala,2016.0,2020.0,1833,467,100,impala
chevrolet,2016 - 2023 Malibu,Malibu,2016.0,2023.0,1834,467,100,malibu
chevrolet,2016 - 2023 Sail LOVA,Sail LOVA,2016.0,2023.0,14515,467,77,nova
chevrolet,2016 - 2023 Silverado,Silverado,2016.0,2023.0,1850,467,100,silverado
chevrolet,2016 - 2023 Silverado HD,Silverado HD,2016.0,2023.0,24906,467,100,silverado hd
chevrolet,2016 - 2022 Spark,Spark,2016.0,2022.0,1836,467,100,spark
chevrolet,2016 - 2023 Suburban,Suburban,2016.0,2023.0,1851,467,100,suburban
chevrolet,2016 - 2023 Tahoe,Tahoe,2016.0,2023.0,1852,467,100,tahoe
chevrolet,2017 - 2020 Aveo,Aveo,2017.0,2020.0,1828,467,100,aveo
chevrolet,2017 - 2023 Bolt EV,Bolt EV,2017.0,2023.0,13672,467,100,bolt ev
chevrolet,2017 - 2023 Prisma,Prisma,2017.0,2023.0,3531,467,65,geo prizm
chevrolet,2017 - 2023 S10,S10,2017.0,2023.0,11483,467,68,s-10 pickup
chevrolet,2017 - 2023 Sonic,Sonic,2017.0,2023.0,1835,467,100,sonic
chevrolet,2017 - 2023 Tracker,Tracker,2017.0,2023.0,1854,467,100,tracker
chevrolet,2017 - 2023 Trax,Trax,2017.0,2023.0,10988,467,100,trax
chevrolet,2018 - 2023 Equinox,Equinox,2018.0,2023.0,1847,467,100,equinox
chevrolet,2018 - 2023 Traverse,Traverse,2018.0,2023.0,1853,467,100,traverse
chevrolet,2019 - 2023 Blazer,Blazer,2019.0,2023.0,11502,467,100,blazer
chevrolet,2019 - 2023 Monza,Monza,2019.0,2023.0,4773,467,68,monte carlo
chevrolet,2020 - 2023 Captiva,Captiva,2020.0,2023.0,1846,467,90,captiva sport
chevrolet,2020 - 2023 Trailblazer,Trailblazer,2020.0,2023.0,4548,467,100,trailblazer
chevrolet,2022 - 2023 Bolt EUV,Bolt EUV,2022.0,2023.0,30005,467,100,bolt euv
chrysler,2017 - 2023 300,300,2017.0,2023.0,1878,477,100,300
chrysler,2018 - 2023 Pacifica,Pacifica,2018.0,2023.0,3628,477,100,pacifica
chrysler,2020 - 2021 Voyager,Voyager,2020.0,2021.0,15131,477,100,voyager
citroen,2016 - 2023 Aircross,Aircross,2016.0,2023.0,32437,12455,40,citroen
citroen,2016 - 2023 Berlingo Multispace,Berlingo Multispace,2016.0,2023.0,32437,12455,40,citroen
citroen,2016 - 2023 C3,C3,2016.0,2023.0,32437,12455,60,citroen
citroen,2016 - 2023 C4,C4,2016.0,2023.0,32437,12455,60,citroen
citroen,2016 - 2023 C4 Picasso,C4 Picasso,2016.0,2023.0,32437,12455,35,citroen
citroen,2016 - 2023 C5,C5,2016.0,2023.0,32437,12455,60,citroen
citroen,2016 - 2023 C5 Break,C5 Break,2016.0,2023.0,32437,12455,40,citroen
citroen,2016 - 2022 C6,C6,2016.0,2022.0,32437,12455,60,citroen
citroen,2016 - 2022 Jumper,Jumper,2016.0,2022.0,32437,12455,15,citroen
citroen,2016 - 2022 Jumpy,Jumpy,2016.0,2022.0,32437,12455,0,citroen
citroen,2016 - 2023 Spacetourer,Spacetourer,2016.0,2023.0,32437,12455,51,citroen
citroen,2017 - 2022 C3‑AirCross,C3‑AirCross,2017.0,2022.0,32437,12455,45,citroen
citroen,2017 - 2022 C3‑XR,C3‑XR,2017.0,2022.0,32437,12455,33,citroen
citroen,2017 - 2022 C4 Cactus,C4 Cactus,2017.0,2022.0,32437,12455,25,citroen
citroen,2017 - 2022 C4‑L,C4‑L,2017.0,2022.0,32437,12455,36,citroen
citroen,2017 - 2022 C4‑Lounge,C4‑Lounge,2017.0,2022.0,32437,12455,38,citroen
citroen,2017 - 2022 C4 Spacetourer,C4 Spacetourer,2017.0,2022.0,32437,12455,51,citroen
citroen,2017 - 2022 C‑Elysée,C‑Elysée,2017.0,2022.0,32437,12455,29,citroen
citroen,2017 - 2022 C‑Quatre,C‑Quatre,2017.0,2022.0,32437,12455,53,citroen
citroen,2018 - 2023 Berlingo,Berlingo,2018.0,2023.0,32437,12455,27,citroen
citroen,2018 - 2023 C5 Aircross,C5 Aircross,2018.0,2023.0,32437,12455,45,citroen
cowin,2017 - 2021 E3,E3,2017.0,2021.0,-1,-1,-1,not matched
cupra,2022 - 2023 Ateca,Ateca,2022.0,2023.0,-1,-1,-1,not matched
cupra,2022 - 2023 Born,Born,2022.0,2023.0,-1,-1,-1,not matched
cupra,2022 - 2023 Leon,Leon,2022.0,2023.0,-1,-1,-1,not matched
cupra,2022 - 2023 Formentor,Formentor,2022.0,2023.0,-1,-1,-1,not matched
dacia,2019 - 2024 Spring,Spring,2019.0,2024.0,-1,-1,-1,not matched
dacia,2020 - 2024 Logan,Logan,2020.0,2024.0,-1,-1,-1,not matched
dacia,2020 - 2024 Sandero,Sandero,2020.0,2024.0,-1,-1,-1,not matched
dacia,2020 - 2024 Sandero Stepway,Sandero Stepway,2020.0,2024.0,-1,-1,-1,not matched
dacia,2021 - 2024 Duster,Duster,2021.0,2024.0,-1,-1,-1,not matched
dacia,2022 - 2024 Jogger,Jogger,2022.0,2024.0,-1,-1,-1,not matched
datsun,2019 - 2022 GO,GO,2019.0,2022.0,14563,5657,0,210
datsun,2019 - 2022 GO+,GO+,2019.0,2022.0,14563,5657,0,210
dodge,2017 - 2023 Challenger,Challenger,2017.0,2023.0,1893,476,100,challenger
dodge,2017 - 2023 Charger,Charger,2017.0,2023.0,1895,476,100,charger
dodge,2018 - 2023 Durango,Durango,2018.0,2023.0,3508,476,100,durango
dodge,2019 - 2021 Journey,Journey,2019.0,2021.0,1939,476,100,journey
dodge,2023 Hornet,Hornet,2023.0,-1.0,30576,476,100,hornet
dongfeng,2016 景逸S50,景逸S50,2016.0,-1.0,27961,10623,20,sport 
dongfeng,2016 - 2017 风行50,风行50,2016.0,2017.0,27961,10623,0,sport 
dongfeng,2016 - 2022 风行X5,风行X5,2016.0,2022.0,27961,10623,0,sport 
dongfeng,2016 - 2022 景逸X5,景逸X5,2016.0,2022.0,27961,10623,0,sport 
dongfeng,2016 - 2022 景逸X6,景逸X6,2016.0,2022.0,27961,10623,0,sport 
dongfeng,2017 风行SX7,风行SX7,2017.0,-1.0,27961,10623,20,sport 
dongfeng,2017 风行S50EV,风行S50EV,2017.0,-1.0,27962,10623,20,rear drive motor
dongfeng,2017 景逸X5L,景逸X5L,2017.0,-1.0,27961,10623,0,sport 
dongfeng,2017 景逸S50EV,景逸S50EV,2017.0,-1.0,27962,10623,20,rear drive motor
dongfeng,2017 - 2022 风行X6,风行X6,2017.0,2022.0,27961,10623,0,sport 
dongfeng,2017 - 2022 风行X7,风行X7,2017.0,2022.0,27961,10623,0,sport 
dongfeng,2017 - 2022 风行SX6,风行SX6,2017.0,2022.0,27961,10623,20,sport 
dongfeng,2017 - 2022 风行F600,风行F600,2017.0,2022.0,27963,10623,26,front drive motor
dongfeng,2017 - 2022 风行M6,风行M6,2017.0,2022.0,27962,10623,22,rear drive motor
dongfeng,2017 - 2022 风行F6,风行F6,2017.0,2022.0,27963,10623,36,front drive motor
dongfeng,2017 - 2022 风行V6,风行V6,2017.0,2022.0,27962,10623,22,rear drive motor
dongfeng,2017 - 2022 风行M5,风行M5,2017.0,2022.0,27962,10623,22,rear drive motor
dongfeng,2017 - 2022 风行F5,风行F5,2017.0,2022.0,27963,10623,36,front drive motor
dongfeng,2017 - 2022 风行V5,风行V5,2017.0,2022.0,27962,10623,22,rear drive motor
dongfeng,2017 - 2022 景逸X7,景逸X7,2017.0,2022.0,27961,10623,0,sport 
dongfeng,2018 - 2022 风行X3,风行X3,2018.0,2022.0,27961,10623,0,sport 
dongfeng,2018 - 2022 风行X7L,风行X7L,2018.0,2022.0,27961,10623,0,sport 
dongfeng,2018 - 2022 风行X7S,风行X7S,2018.0,2022.0,27961,10623,20,sport 
dongfeng,2018 - 2022 风行S500EV,风行S500EV,2018.0,2022.0,27961,10623,22,sport 
dongfeng,2018 - 2022 景逸X3,景逸X3,2018.0,2022.0,27961,10623,0,sport 
dongfeng,2018 - 2022 景逸X7S,景逸X7S,2018.0,2022.0,27961,10623,20,sport 
dongfeng,2018 - 2022 景逸X7L,景逸X7L,2018.0,2022.0,27961,10623,0,sport 
ds,2016 - 2023 DS 3,DS 3,2016.0,2023.0,5617,759,86,ds corp dba crossroads rv
ds,2016 - 2022 DS 3 Cabrio,DS 3 Cabrio,2016.0,2022.0,5617,759,86,ds corp dba crossroads rv
ds,2016 - 2022 DS 3 Crossback,DS 3 Crossback,2016.0,2022.0,5617,759,86,ds corp dba crossroads rv
ds,2016 - 2023 DS 4,DS 4,2016.0,2023.0,5617,759,86,ds corp dba crossroads rv
ds,2016 - 2022 DS 5,DS 5,2016.0,2022.0,5617,759,86,ds corp dba crossroads rv
ds,2017 - 2022 DS 4S,DS 4S,2017.0,2022.0,5617,759,86,ds corp dba crossroads rv
ds,2017 - 2022 DS 5LS,DS 5LS,2017.0,2022.0,5617,759,86,ds corp dba crossroads rv
ds,2017 - 2022 DS 6,DS 6,2017.0,2022.0,5617,759,86,ds corp dba crossroads rv
ds,2018 - 2023 DS 7,DS 7,2018.0,2023.0,5617,759,86,ds corp dba crossroads rv
ds,2020 - 2023 DS9,DS9,2020.0,2023.0,8378,759,72,zacky's custom rods
exeed,2020 - 2023 Exeed VX,Exeed VX,2020.0,2023.0,-1,-1,-1,not matched
exeed,2020 - 2023 Exeed TXL,Exeed TXL,2020.0,2023.0,-1,-1,-1,not matched
exeed,2020 - 2023 Exeed LX,Exeed LX,2020.0,2023.0,-1,-1,-1,not matched
ferrari,2016 FF,FF,2016.0,-1.0,13850,603,100,ff
ferrari,2016 F12 tdf,F12 tdf,2016.0,-1.0,25180,603,90,f12 tdf (tour de france)
ferrari,2016 - 2017 California T,California T,2016.0,2017.0,13849,603,100,california t
ferrari,2016 - 2017 F12 Berlinetta,F12 Berlinetta,2016.0,2017.0,13843,603,100,f12 berlinetta
ferrari,2016 - 2020 488 GTB,488 GTB,2016.0,2020.0,14111,603,100,488 gtb
ferrari,2016 - 2020 488 Spider,488 Spider,2016.0,2020.0,26486,603,100,488 spider
ferrari,2017 - 2020 GTC4Lusso,GTC4Lusso,2017.0,2020.0,25181,603,100,gtc4lusso
ferrari,2018 - 2021 812 Superfast,812 Superfast,2018.0,2021.0,26487,603,100,812 superfast
ferrari,2018 - 2023 Portofino,Portofino,2018.0,2023.0,26488,603,100,portofino
ferrari,2019 - 2023 Monza SP1,Monza SP1,2019.0,2023.0,31865,603,95,monza sp1/sp2
ferrari,2019 - 2023 Monza SP2,Monza SP2,2019.0,2023.0,31865,603,95,monza sp1/sp2
ferrari,2020 - 2023 F8 Spider,F8 Spider,2020.0,2023.0,27825,603,100,f8 spider
ferrari,2020 - 2023 F8 Tributo,F8 Tributo,2020.0,2023.0,27571,603,100,f8 tributo
ferrari,2020 - 2023 SF90 Stradale,SF90 Stradale,2020.0,2023.0,27826,603,100,sf90 stradale
ferrari,2021 - 2023 812 GTS,812 GTS,2021.0,2023.0,27823,603,92,812gts
ferrari,2021 - 2023 Roma,Roma,2021.0,2023.0,27827,603,100,roma
ferrari,2021 - 2023 SF90 Spider,SF90 Spider,2021.0,2023.0,31831,603,100,sf90 spider
ferrari,2022 - 2023 296 GTB,296 GTB,2022.0,2023.0,31857,603,100,296 gtb
ferrari,2023 296 GTS,296 GTS,2023.0,-1.0,31868,603,100,296 gts
ferrari,2023 Daytona SP3,Daytona SP3,2023.0,-1.0,31866,603,100,daytona sp3
ferrari,2023 Purosangue,Purosangue,2023.0,-1.0,31864,603,100,purosangue
fiat,2017 - 2023 500,500,2017.0,2023.0,2055,492,100,500
fiat,2017 - 2022 500L,500L,2017.0,2022.0,2037,492,100,500l
fiat,2017 - 2023 Tipo,Tipo,2017.0,2023.0,25128,492,60,ducato
fiat,2018 - 2023 500X,500X,2018.0,2023.0,10396,492,100,500x
fiat,2018 - 2023 Argo,Argo,2018.0,2023.0,25128,492,51,ducato
